pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-09T19:47:10Z,2019-03-09T20:09:17Z,1,2.57,15,0,0,18.3,yellow,cash,West Village,Midtown Center,Manhattan,Manhattan
2019-03-09T19:49:46Z,2019-03-09T19:59:09Z,2,1.6,8.5,2.45,0,14.75,yellow,credit card,Union Sq,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-09T19:54:32Z,2019-03-09T20:17:15Z,1,6.15,21,0,0,24.3,yellow,cash,Kips Bay,Fort Greene,Manhattan,Brooklyn
2019-03-09T20:22:57Z,2019-03-09T20:52:07Z,1,10,30,4,0,35.3,yellow,credit card,LaGuardia Airport,Boerum Hill,Queens,Brooklyn
2019-03-09T20:25:17Z,2019-03-09T20:40:18Z,2,2.6,12,3.15,0,18.95,yellow,credit card,Penn Station/Madison Sq West,Battery Park City,Manhattan,Manhattan
2019-03-09T20:45:37Z,2019-03-09T20:52:24Z,6,1.15,6.5,2.06,0,12.36,yellow,credit card,Kips Bay,East Village,Manhattan,Manhattan
2019-03-09T20:46:25Z,2019-03-09T20:58:58Z,1,2,10,2,0,13.3,green,credit card,Boerum Hill,Fort Greene,Brooklyn,Brooklyn
2019-03-09T20:48:43Z,2019-03-09T20:55:09Z,1,0.87,6,1,0,10.8,yellow,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-09T21:08:37Z,2019-03-09T21:32:29Z,1,6.11,23,0,0,24.3,yellow,credit card,East Harlem North,Kips Bay,Manhattan,Manhattan
2019-03-09T21:41:32Z,2019-03-09T21:53:11Z,1,1.18,8.5,0,0,12.3,yellow,cash,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan
2019-03-09T21:41:33Z,2019-03-09T21:46:23Z,1,0.77,5,0,0,6.3,green,cash,Jackson Heights,Elmhurst,Queens,Queens
2019-03-09T21:42:15Z,2019-03-09T22:05:02Z,1,5.39,20.5,2,0,26.3,yellow,credit card,Times Sq/Theatre District,Financial District South,Manhattan,Manhattan
2019-03-09T21:51:25Z,2019-03-09T21:57:57Z,1,1.9,8.5,0,0,12.3,yellow,credit card,Financial District North,Hudson Sq,Manhattan,Manhattan
2019-03-09T21:51:31Z,2019-03-09T21:58:14Z,1,1.05,6.5,0,0,10.3,yellow,cash,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-09T21:54:55Z,2019-03-09T22:05:40Z,2,1.71,9,2.56,0,15.36,yellow,credit card,Two Bridges/Seward Park,West Village,Manhattan,Manhattan
2019-03-09T21:55:31Z,2019-03-09T22:11:22Z,5,4.34,15,2,0,21.05,green,credit card,DUMBO/Vinegar Hill,Alphabet City,Brooklyn,Manhattan
2019-03-09T22:04:02Z,2019-03-09T22:16:32Z,1,1.6,9.5,2.65,0,15.95,yellow,credit card,East Village,Midtown South,Manhattan,Manhattan
2019-03-09T22:15:19Z,2019-03-09T22:30:47Z,1,2.7,12.5,3.25,0,19.55,yellow,credit card,Clinton West,Upper East Side North,Manhattan,Manhattan
2019-03-09T22:28:37Z,2019-03-09T22:57:15Z,2,5.8,23.5,4.1,0,31.4,yellow,credit card,East Village,Upper West Side South,Manhattan,Manhattan
2019-03-09T22:45:46Z,2019-03-09T22:46:50Z,1,0.4,3.5,0,0,7.3,yellow,cash,NA,Lincoln Square East,NA,Manhattan
2019-03-09T22:46:27Z,2019-03-09T22:49:39Z,1,1.17,5,1.76,0,10.56,yellow,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan
2019-03-09T22:55:46Z,2019-03-09T23:00:11Z,1,0.75,5,0,0,6.3,green,cash,Astoria,Astoria,Queens,Queens
2019-03-09T23:04:18Z,2019-03-09T23:17:09Z,1,1.6,10,2.5,0,16.3,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
2019-03-09T23:05:14Z,2019-03-09T23:28:52Z,3,3.48,16.5,4.06,0,24.36,yellow,credit card,Lincoln Square East,Greenwich Village North,Manhattan,Manhattan
2019-03-09T23:49:36Z,2019-03-09T23:57:11Z,1,1.76,8.5,2.45,0,12.25,green,credit card,Boerum Hill,Park Slope,Brooklyn,Brooklyn
2019-03-09T23:49:51Z,2019-03-10T00:00:30Z,1,2.19,9.5,0,0,13.3,yellow,cash,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-09T23:55:11Z,2019-03-10T00:12:24Z,1,1.9,12,3.15,0,18.95,yellow,credit card,West Village,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-10T00:18:51Z,2019-03-10T00:26:11Z,1,1.4,7,0,0,8.3,yellow,cash,Ridgewood,Bushwick North,Queens,Brooklyn
2019-03-10T00:19:00Z,2019-03-10T00:33:23Z,1,2.53,11,0,0,12.3,green,cash,Jackson Heights,NA,Queens,NA
2019-03-10T00:20:33Z,2019-03-10T00:27:13Z,3,0.57,6,0,0,9.8,yellow,cash,East Village,East Village,Manhattan,Manhattan
2019-03-10T00:25:28Z,2019-03-10T00:43:35Z,6,7.06,22,4.66,0,27.96,yellow,credit card,LaGuardia Airport,Bushwick North,Queens,Brooklyn
2019-03-10T00:34:10Z,2019-03-10T00:59:42Z,1,8.45,27,0,0,30.8,yellow,credit card,Penn Station/Madison Sq West,East Concourse/Concourse Village,Manhattan,Bronx
2019-03-10T00:47:44Z,2019-03-10T00:51:59Z,1,0.58,5,0,0,6.3,green,cash,Central Harlem,East Harlem North,Manhattan,Manhattan
2019-03-10T00:59:49Z,2019-03-10T01:36:25Z,1,16.01,47,0,0,48.3,green,cash,Brownsville,Queensbridge/Ravenswood,Brooklyn,Queens
2019-03-10T01:10:49Z,2019-03-10T01:12:20Z,2,0.18,3,0,0,4.3,green,cash,Woodside,Woodside,Queens,Queens
2019-03-10T01:23:59Z,2019-03-10T01:49:51Z,1,7.7,27,6.15,0,36.95,yellow,credit card,Hudson Sq,Yorkville West,Manhattan,Manhattan
2019-03-10T01:43:09Z,2019-03-10T01:53:41Z,5,2.13,9.5,0,0,13.3,yellow,cash,Sutton Place/Turtle Bay North,Clinton East,Manhattan,Manhattan
2019-03-10T01:43:34Z,2019-03-10T01:51:58Z,1,2.29,9,0,0,12.8,yellow,cash,Midtown South,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-10T03:07:25Z,2019-03-10T03:22:40Z,1,5.95,19.5,4,0,27.55,green,credit card,Morningside Heights,Midtown Center,Manhattan,Manhattan
2019-03-10T03:38:25Z,2019-03-10T03:48:38Z,1,2.39,10,2.76,0,16.56,yellow,credit card,East Harlem South,Manhattan Valley,Manhattan,Manhattan
2019-03-10T03:58:44Z,2019-03-10T04:13:07Z,5,2.64,12,3.16,0,18.96,yellow,credit card,Midtown East,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-10T04:05:26Z,2019-03-10T04:31:25Z,1,9.97,30,6.76,0,40.56,yellow,credit card,Lower East Side,Hamilton Heights,Manhattan,Manhattan
2019-03-10T04:26:46Z,2019-03-10T04:45:12Z,2,5.5,19.5,4.65,0,27.95,yellow,credit card,Kips Bay,Battery Park City,Manhattan,Manhattan
2019-03-10T04:32:44Z,2019-03-10T04:58:34Z,2,7.38,23.5,0,0,27.3,yellow,cash,Meatpacking/West Village West,Central Harlem North,Manhattan,Manhattan
2019-03-10T04:50:01Z,2019-03-10T04:52:09Z,1,0.5,4,1.55,0,9.35,yellow,credit card,Kips Bay,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-10T06:37:49Z,2019-03-10T06:47:42Z,6,4.44,14.5,3.56,0,21.36,yellow,credit card,Yorkville West,Gramercy,Manhattan,Manhattan
2019-03-10T07:07:41Z,2019-03-10T07:13:26Z,6,1.07,6,2.32,0,11.62,yellow,credit card,Midtown Center,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-10T07:13:46Z,2019-03-10T07:49:45Z,1,14.04,41,12.51,5.76,62.57,yellow,credit card,Meatpacking/West Village West,LaGuardia Airport,Manhattan,Queens
2019-03-10T07:33:52Z,2019-03-10T08:03:08Z,1,10.12,27.22,0,5.76,33.78,yellow,credit card,Flatlands,World Trade Center,Brooklyn,Manhattan
2019-03-10T07:50:09Z,2019-03-10T08:19:59Z,2,21.27,56,5,0,61.8,yellow,credit card,JFK Airport,Sunset Park West,Queens,Brooklyn
2019-03-10T08:17:28Z,2019-03-10T08:21:07Z,1,0.64,4.5,0,0,7.8,yellow,cash,Upper West Side North,Upper West Side South,Manhattan,Manhattan
2019-03-10T08:40:59Z,2019-03-10T08:47:22Z,6,1.38,7,2.06,0,12.36,yellow,credit card,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
2019-03-10T08:43:57Z,2019-03-10T08:47:23Z,1,0.84,5,2,0,10.3,yellow,credit card,Clinton East,East Chelsea,Manhattan,Manhattan
2019-03-10T08:44:52Z,2019-03-10T08:48:23Z,1,0.78,5,2.08,0,10.38,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
2019-03-10T08:57:58Z,2019-03-10T09:01:39Z,1,0.72,5,0,0,8.3,yellow,cash,East Village,Lower East Side,Manhattan,Manhattan
2019-03-10T09:20:31Z,2019-03-10T09:23:51Z,1,1.26,5.5,0.88,0,9.68,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-10T09:30:10Z,2019-03-10T09:35:32Z,2,1.3,6.5,0,0,9.8,yellow,cash,UN/Turtle Bay South,Gramercy,Manhattan,Manhattan
2019-03-10T09:33:13Z,2019-03-10T09:52:04Z,1,13.4,52,11.7,5.76,70.26,yellow,credit card,NA,NA,NA,NA
2019-03-10T09:43:57Z,2019-03-10T09:53:16Z,3,1,7.5,3.2,0,14,yellow,credit card,Midtown East,Midtown Center,Manhattan,Manhattan
2019-03-10T09:55:13Z,2019-03-10T10:03:55Z,1,3.1,11,2.85,0,17.15,yellow,credit card,Lower East Side,Financial District North,Manhattan,Manhattan
2019-03-10T09:56:09Z,2019-03-10T10:03:05Z,1,1.63,7.5,2.08,0,10.38,green,credit card,Hamilton Heights,West Concourse,Manhattan,Bronx
2019-03-10T10:02:57Z,2019-03-10T10:09:55Z,2,1.59,7.5,0,0,10.8,yellow,cash,Lower East Side,Union Sq,Manhattan,Manhattan
2019-03-10T10:15:12Z,2019-03-10T10:21:50Z,2,1.42,7,2.58,0,12.88,yellow,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-10T10:20:19Z,2019-03-10T10:27:16Z,1,0.67,6,0,0,9.3,yellow,cash,Yorkville West,Upper East Side North,Manhattan,Manhattan
2019-03-10T10:27:55Z,2019-03-10T10:31:06Z,5,0.63,4.5,1.56,0,9.36,yellow,credit card,Clinton East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-10T10:32:26Z,2019-03-10T10:35:20Z,1,0.6,4.5,1.06,0,6.36,yellow,credit card,Morningside Heights,Manhattan Valley,Manhattan,Manhattan
2019-03-10T10:40:11Z,2019-03-10T10:49:35Z,1,2.39,9.5,0,0,10.3,green,cash,Morrisania/Melrose,Claremont/Bathgate,Bronx,Bronx
2019-03-10T10:56:21Z,2019-03-10T11:19:09Z,3,8.1,25,0,0,25.8,yellow,cash,JFK Airport,Glendale,Queens,Queens
2019-03-10T11:10:11Z,2019-03-10T11:22:21Z,1,1.8,9,0,0,12.3,yellow,cash,Midtown South,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-10T11:10:41Z,2019-03-10T11:16:27Z,6,0.8,5.5,0,0,8.8,yellow,cash,Chinatown,Two Bridges/Seward Park,Manhattan,Manhattan
2019-03-10T11:28:21Z,2019-03-10T11:54:43Z,1,10.27,31,0,5.76,37.56,green,credit card,Soundview/Castle Hill,Elmhurst,Bronx,Queens
2019-03-10T11:41:16Z,2019-03-10T11:43:23Z,1,0.38,3.5,0,0,4.3,green,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
2019-03-10T11:52:58Z,2019-03-10T11:58:40Z,5,0.94,5.5,3,0,11.8,yellow,credit card,Little Italy/NoLiTa,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-10T11:53:53Z,2019-03-10T12:01:39Z,0,1,6.5,0,0,9.8,yellow,cash,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-10T11:59:22Z,2019-03-10T12:08:00Z,1,1.05,7,2.06,0,12.36,yellow,credit card,Midtown Center,Midtown Center,Manhattan,Manhattan
2019-03-10T12:00:39Z,2019-03-10T12:21:59Z,1,3.8,17,6.05,0,26.35,yellow,credit card,Upper East Side North,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-10T12:02:06Z,2019-03-10T12:16:50Z,1,1.9,11,0,0,14.3,yellow,cash,Midtown East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-10T12:04:04Z,2019-03-10T12:11:33Z,1,1.03,6.5,1.96,0,11.76,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019-03-10T12:06:26Z,2019-03-10T12:31:14Z,1,4.8,19.5,0,0,22.8,yellow,cash,Upper East Side North,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-10T12:10:45Z,2019-03-10T12:43:05Z,2,11.17,35,0,5.76,41.56,green,credit card,Hillcrest/Pomonok,Flatiron,Queens,Manhattan
2019-03-10T12:16:52Z,2019-03-10T12:21:22Z,0,1.5,6.5,1.95,0,11.75,yellow,credit card,Lenox Hill West,Upper East Side North,Manhattan,Manhattan
2019-03-10T12:19:58Z,2019-03-10T12:49:34Z,1,5.06,22,0,0,25.3,yellow,cash,TriBeCa/Civic Center,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-10T12:21:52Z,2019-03-10T12:40:49Z,1,2.39,12.5,3.95,0,19.75,yellow,credit card,Midtown East,East Village,Manhattan,Manhattan
2019-03-10T12:24:18Z,2019-03-10T12:35:40Z,1,1.78,9,2.46,0,14.76,yellow,credit card,Sutton Place/Turtle Bay North,Clinton East,Manhattan,Manhattan
2019-03-10T13:32:29Z,2019-03-10T13:47:56Z,1,2.34,12,0,0,12.8,green,credit card,Bushwick South,Stuyvesant Heights,Brooklyn,Brooklyn
2019-03-10T13:38:18Z,2019-03-10T13:49:59Z,2,1.1,8.5,0,0,11.8,yellow,cash,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-10T13:48:07Z,2019-03-10T14:26:11Z,1,6.3,27,7.58,0,37.88,yellow,credit card,Penn Station/Madison Sq West,Crown Heights North,Manhattan,Brooklyn
2019-03-10T13:53:42Z,2019-03-10T14:02:12Z,1,1.37,7.5,0,0,10.8,yellow,cash,Lincoln Square East,East Chelsea,Manhattan,Manhattan
2019-03-10T14:02:58Z,2019-03-10T14:11:32Z,2,1.18,7.5,2.16,0,12.96,yellow,credit card,Union Sq,Murray Hill,Manhattan,Manhattan
2019-03-10T14:10:22Z,2019-03-10T14:19:28Z,1,0.6,7,1,0,11.3,yellow,credit card,Clinton East,Clinton West,Manhattan,Manhattan
2019-03-10T14:16:39Z,2019-03-10T14:18:12Z,1,0.55,3.5,0,0,4.3,yellow,cash,East Harlem North,East Harlem South,Manhattan,Manhattan
2019-03-10T14:27:48Z,2019-03-10T14:40:25Z,1,4.2,14.5,0,0,15.3,yellow,cash,LaGuardia Airport,Sunnyside,Queens,Queens
2019-03-10T14:36:04Z,2019-03-10T14:51:37Z,1,1.7,11,1.5,0,15.8,yellow,credit card,Lenox Hill East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-10T14:41:28Z,2019-03-10T14:56:30Z,1,2.59,12.5,0,0,13.3,green,cash,East Harlem North,Manhattan Valley,Manhattan,Manhattan
2019-03-10T14:45:46Z,2019-03-10T14:56:50Z,1,1.1,8,1.7,0,13,yellow,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
2019-03-10T14:56:12Z,2019-03-10T15:01:55Z,1,0.4,5,1.65,0,9.95,yellow,credit card,Lincoln Square East,Central Park,Manhattan,Manhattan
2019-03-10T15:01:11Z,2019-03-10T15:14:20Z,3,2,10.5,0,0,13.8,yellow,cash,Upper East Side South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-10T15:02:22Z,2019-03-10T15:19:49Z,2,3.26,15,3.66,0,21.96,yellow,credit card,Clinton East,Long Island City/Hunters Point,Manhattan,Queens
2019-03-10T15:23:24Z,2019-03-10T15:27:15Z,1,1.17,5.5,1,0,9.8,yellow,credit card,Upper East Side South,Central Park,Manhattan,Manhattan
2019-03-10T15:29:52Z,2019-03-10T15:38:53Z,1,1.55,8,2.26,0,13.56,yellow,credit card,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-10T15:36:59Z,2019-03-10T15:53:50Z,0,1.4,11.5,2.2,0,17,yellow,credit card,Penn Station/Madison Sq West,Midtown East,Manhattan,Manhattan
2019-03-10T15:45:36Z,2019-03-10T15:48:35Z,1,0.7,4.5,0,0,7.8,yellow,cash,Upper East Side North,East Harlem South,Manhattan,Manhattan
2019-03-10T16:00:57Z,2019-03-10T16:19:30Z,6,2.83,13.5,0,0,16.8,yellow,cash,Lenox Hill East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-10T16:00:59Z,2019-03-10T16:05:14Z,1,0.56,4.5,1.56,0,9.36,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-10T16:01:25Z,2019-03-10T16:04:17Z,1,0.6,4.5,1.55,0,6.85,yellow,credit card,Bloomingdale,Upper West Side North,Manhattan,Manhattan
2019-03-10T16:24:03Z,2019-03-10T16:27:36Z,3,0.8,5,1.65,0,9.95,yellow,credit card,Hudson Sq,Flatiron,Manhattan,Manhattan
2019-03-10T16:28:21Z,2019-03-10T16:30:46Z,1,0.56,4,1.44,0,6.24,green,credit card,Central Harlem,Central Harlem,Manhattan,Manhattan
2019-03-10T16:38:09Z,2019-03-10T17:03:03Z,1,2.4,17,4.25,0,25.55,yellow,credit card,East Village,Lenox Hill West,Manhattan,Manhattan
2019-03-10T17:03:02Z,2019-03-10T17:25:13Z,1,3.28,16,4.82,0,24.12,yellow,credit card,Flatiron,Upper East Side South,Manhattan,Manhattan
2019-03-10T17:07:38Z,2019-03-10T17:24:14Z,1,1.63,11.5,0,0,14.8,yellow,cash,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
2019-03-10T17:17:51Z,2019-03-10T17:39:25Z,1,2.9,15.5,3.75,0,22.55,yellow,credit card,West Chelsea/Hudson Yards,SoHo,Manhattan,Manhattan
2019-03-10T17:21:49Z,2019-03-10T17:29:56Z,2,1.2,7.5,2.15,0,12.95,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-10T17:24:40Z,2019-03-10T17:32:19Z,1,1,6.5,1.95,0,11.75,yellow,credit card,Flatiron,Murray Hill,Manhattan,Manhattan
2019-03-10T17:32:43Z,2019-03-10T17:51:17Z,1,2.9,15,3.65,0,21.95,yellow,credit card,Midtown North,Long Island City/Hunters Point,Manhattan,Queens
2019-03-10T17:35:36Z,2019-03-10T17:38:24Z,1,0.3,4,1.45,0,8.75,yellow,credit card,Midtown South,Murray Hill,Manhattan,Manhattan
2019-03-10T17:36:40Z,2019-03-10T17:43:57Z,1,1.04,6.5,0,0,9.8,yellow,cash,Garment District,Midtown North,Manhattan,Manhattan
2019-03-10T17:43:09Z,2019-03-10T17:55:08Z,1,3.07,12,3.06,0,18.36,yellow,credit card,Clinton West,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-10T17:46:46Z,2019-03-10T18:03:02Z,1,3.56,14,1.5,0,18.8,yellow,credit card,Union Sq,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-10T17:50:24Z,2019-03-10T17:51:56Z,3,0.4,3.5,1.35,0,8.15,yellow,credit card,East Village,East Village,Manhattan,Manhattan
2019-03-10T18:08:13Z,2019-03-10T18:15:05Z,1,1.43,6.5,0,0,7.3,green,cash,Park Slope,Cobble Hill,Brooklyn,Brooklyn
2019-03-10T18:18:16Z,2019-03-10T18:40:20Z,1,3.16,15.5,3.76,0,22.56,yellow,credit card,Midtown North,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-10T18:33:13Z,2019-03-10T19:32:38Z,1,0,71.2,0,0,72,green,credit card,Parkchester,Flatbush/Ditmas Park,Bronx,Brooklyn
2019-03-10T18:37:52Z,2019-03-10T18:58:09Z,1,4,16.5,4.15,0,24.95,yellow,credit card,Union Sq,Upper West Side North,Manhattan,Manhattan
2019-03-10T19:25:47Z,2019-03-10T19:57:45Z,1,9.98,33,0,0,33.8,yellow,cash,JFK Airport,East New York,Queens,Brooklyn
2019-03-10T19:44:13Z,2019-03-10T19:58:47Z,1,4.38,15.5,2,0,18.3,green,credit card,Hamilton Heights,Inwood Hill Park,Manhattan,Manhattan
2019-03-10T20:09:00Z,2019-03-10T20:12:50Z,1,1.3,5.5,1.4,0,10.7,yellow,credit card,Lincoln Square West,Manhattan Valley,Manhattan,Manhattan
2019-03-10T20:27:25Z,2019-03-10T20:28:33Z,1,0,52,16.59,0,71.89,yellow,credit card,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
2019-03-10T20:36:47Z,2019-03-10T20:47:33Z,2,2,9.5,1.62,0,12.42,yellow,credit card,Manhattan Valley,East Harlem South,Manhattan,Manhattan
2019-03-10T20:56:29Z,2019-03-10T21:02:45Z,1,0.9,6,0,0,7.3,green,cash,Jackson Heights,Jackson Heights,Queens,Queens
2019-03-10T21:04:36Z,2019-03-10T21:14:11Z,1,2.7,10.5,0,0,11.8,yellow,cash,East Harlem North,East Concourse/Concourse Village,Manhattan,Bronx
2019-03-10T22:18:50Z,2019-03-10T22:25:49Z,2,1.46,7,0,0,10.8,yellow,cash,Greenwich Village North,Kips Bay,Manhattan,Manhattan
2019-03-10T22:25:34Z,2019-03-10T22:33:13Z,1,1.48,7.5,0,0,8.8,green,cash,Park Slope,Red Hook,Brooklyn,Brooklyn
2019-03-10T22:49:34Z,2019-03-10T22:55:39Z,1,1,6,3,0,12.8,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
2019-03-10T22:51:29Z,2019-03-10T22:55:53Z,1,0.55,5,0,0,8.8,yellow,cash,Lower East Side,Lower East Side,Manhattan,Manhattan
2019-03-10T22:57:15Z,2019-03-10T23:09:58Z,1,2.21,10.5,0,0,14.3,yellow,cash,West Village,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-10T22:57:48Z,2019-03-10T23:04:18Z,2,1.1,6.5,1,0,11.3,yellow,credit card,Greenwich Village South,Alphabet City,Manhattan,Manhattan
2019-03-10T23:04:42Z,2019-03-10T23:14:41Z,1,2.23,9.5,0,0,10.8,green,cash,Park Slope,Crown Heights North,Brooklyn,Brooklyn
2019-03-10T23:26:29Z,2019-03-10T23:36:22Z,1,2.16,10,2.76,0,16.56,yellow,credit card,Greenwich Village South,Garment District,Manhattan,Manhattan
2019-03-10T23:32:24Z,2019-03-10T23:47:17Z,2,3.3,13.5,0,0,17.3,yellow,cash,Chinatown,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-10T23:34:24Z,2019-03-10T23:42:04Z,2,1.66,8,2.79,0,12.09,yellow,credit card,Central Harlem,East Harlem South,Manhattan,Manhattan
2019-03-10T23:35:03Z,2019-03-10T23:46:14Z,1,3.16,12,3,0,18.8,yellow,credit card,Upper East Side South,Greenwich Village North,Manhattan,Manhattan
2019-03-10T23:57:00Z,2019-03-11T00:22:22Z,5,10.72,32,0,5.76,39.06,yellow,cash,LaGuardia Airport,Pelham Parkway,Queens,Bronx
2019-03-11T04:56:26Z,2019-03-11T05:46:08Z,1,16.35,46,0,0,49.8,yellow,cash,East Chelsea,Norwood,Manhattan,Bronx
2019-03-11T06:21:52Z,2019-03-11T06:29:44Z,1,1.28,7,3.09,0,13.39,yellow,credit card,Clinton East,Midtown East,Manhattan,Manhattan
2019-03-11T07:12:29Z,2019-03-11T07:14:24Z,1,0.55,4,0,0,4.8,yellow,cash,Washington Heights South,Hamilton Heights,Manhattan,Manhattan
2019-03-11T07:22:49Z,2019-03-11T08:38:26Z,1,15.7,58.5,6,0,65.3,yellow,credit card,JFK Airport,Prospect-Lefferts Gardens,Queens,Brooklyn
2019-03-11T07:28:18Z,2019-03-11T07:34:33Z,1,1.4,6.5,1.95,0,11.75,yellow,credit card,Stuy Town/Peter Cooper Village,Murray Hill,Manhattan,Manhattan
2019-03-11T07:35:27Z,2019-03-11T07:49:04Z,6,2.3,10.5,0,0,11.3,yellow,cash,LaGuardia Airport,Astoria,Queens,Queens
2019-03-11T07:43:14Z,2019-03-11T07:58:46Z,1,4.1,14.5,4,0,21.8,yellow,credit card,Downtown Brooklyn/MetroTech,Flatiron,Brooklyn,Manhattan
2019-03-11T07:47:42Z,2019-03-11T07:54:11Z,1,1,6.5,1.96,0,11.76,yellow,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan
2019-03-11T07:50:19Z,2019-03-11T07:55:48Z,1,0.76,5.5,1.76,0,10.56,yellow,credit card,Lenox Hill West,Lenox Hill West,Manhattan,Manhattan
2019-03-11T07:55:03Z,2019-03-11T08:36:45Z,1,10.2,36.5,11.35,5.76,56.91,yellow,credit card,Upper West Side South,LaGuardia Airport,Manhattan,Queens
2019-03-11T08:06:22Z,2019-03-11T08:50:55Z,1,5.06,19.26,0,5.76,25.52,green,credit card,East Williamsburg,UN/Turtle Bay South,Brooklyn,Manhattan
2019-03-11T08:10:34Z,2019-03-11T08:19:55Z,1,1.46,8,1.13,0,12.43,yellow,credit card,Gramercy,Midtown Center,Manhattan,Manhattan
2019-03-11T08:13:03Z,2019-03-11T08:18:12Z,1,0.6,5.5,1.75,0,10.55,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-11T08:23:58Z,2019-03-11T08:43:49Z,5,2.29,13.5,0,0,16.8,yellow,cash,Upper East Side North,Midtown East,Manhattan,Manhattan
2019-03-11T08:29:36Z,2019-03-11T09:21:58Z,1,12.8,44,0,0,44.8,green,credit card,Howard Beach,Lenox Hill East,Queens,Manhattan
2019-03-11T08:31:11Z,2019-03-11T08:51:08Z,1,3.27,14.5,3.56,0,21.36,yellow,credit card,Union Sq,Lenox Hill East,Manhattan,Manhattan
2019-03-11T08:46:09Z,2019-03-11T08:47:21Z,1,0.3,3,0.95,0,7.25,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-11T08:48:37Z,2019-03-11T08:59:35Z,1,1.6,9.5,1,0,13.8,yellow,credit card,Penn Station/Madison Sq West,Midtown North,Manhattan,Manhattan
2019-03-11T08:55:32Z,2019-03-11T09:19:44Z,1,1.7,15,0,0,18.3,yellow,cash,Murray Hill,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-11T09:07:32Z,2019-03-11T09:28:16Z,1,2.3,14,2.6,0,19.9,yellow,credit card,Lenox Hill East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-11T09:32:08Z,2019-03-11T10:19:33Z,1,12.7,42.5,5,5.76,56.56,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019-03-11T09:38:39Z,2019-03-11T09:52:16Z,1,1.22,10,2.66,0,15.96,yellow,credit card,Midtown South,Midtown Center,Manhattan,Manhattan
2019-03-11T09:44:03Z,2019-03-11T10:19:55Z,0,9.1,31.5,8.1,5.76,48.66,yellow,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019-03-11T09:46:21Z,2019-03-11T09:55:58Z,1,2,9,1.96,0,11.76,green,credit card,Claremont/Bathgate,Mott Haven/Port Morris,Bronx,Bronx
